"","year","age","maritl","education","region","jobclass","health","health_ins","logwage","wage","race_cat","high_wage"
"32",2005,51,"2. Married","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.61909333062674,101.402052302992,"White","0"
"33",2008,33,"1. Never Married","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.39794000867204,81.2832532842527,"White","0"
"34",2005,34,"1. Never Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.7160033436348,111.720849360989,"White","0"
"35",2006,36,"2. Married","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.49847596780109,89.8800467811106,"White","0"
"36",2003,56,"1. Never Married","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.47712125471966,87.9810327856054,"White","0"
"37",2006,70,"1. Never Married","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.47712125471966,87.9810327856054,"White","0"
"38",2004,25,"1. Never Married","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.64345267648619,103.90247060316,"White","0"
"39",2006,32,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.66275783168157,105.927810775063,"White","0"
"40",2003,27,"2. Married","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.19312459835446,66.2294082943902,"White","0"
"42",2007,27,"1. Never Married","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.69897000433602,109.833985642199,"White","0"
"43",2004,43,"1. Never Married","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",3.81291335664286,45.282169994022,"White","0"
"45",2004,39,"2. Married","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.39794000867204,81.2832532842527,"Black","0"
"46",2008,52,"2. Married","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.04139268515823,154.68529299563,"White","1"
"47",2009,35,"2. Married","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.59061783348625,267.901086855275,"White","1"
"48",2007,57,"2. Married","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.17609125905568,176.989650489877,"White","1"
"49",2006,25,"1. Never Married","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.19312459835446,66.2294082943902,"White","0"
"50",2006,33,"1. Never Married","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.75587485567249,116.265324062503,"White","0"
"51",2005,57,"2. Married","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",5.30102999566398,200.543262324662,"White","1"
"52",2008,71,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.6232492903979,101.82435207568,"White","0"
"53",2004,43,"2. Married","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.60688524128857,272.294783220064,"White","1"
"54",2003,23,"1. Never Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",3.55630250076729,35.0334213214995,"White","0"
"55",2009,30,"1. Never Married","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.74036268949424,114.475713290347,"White","0"
"56",2004,22,"1. Never Married","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.39794000867204,81.2832532842527,"Black","0"
"57",2006,59,"2. Married","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",5.30102999566398,200.543262324662,"White","1"
"59",2004,61,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.60205999132796,99.6894636984864,"White","0"
"60",2003,34,"2. Married","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.7160033436348,111.720849360989,"White","0"
"61",2005,43,"2. Married","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.02938377768521,152.838800991182,"White","1"
"62",2006,54,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.76342799356294,117.146816914805,"White","0"
"63",2005,69,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.3533390953113,77.7376033039781,"White","0"
"64",2004,41,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.47712125471966,87.9810327856054,"White","0"
"65",2003,48,"2. Married","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.83250891270624,125.525498433836,"White","0"
"66",2003,49,"2. Married","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.81491318127507,123.336103962059,"White","0"
"67",2009,42,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.06445798922692,158.294621427791,"White","1"
"68",2003,37,"2. Married","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.30102999566398,200.543262324662,"White","1"
"70",2008,21,"1. Never Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.25527250510331,70.4760196469445,"Black","0"
"71",2004,58,"2. Married","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.54406804435028,94.0727147457005,"White","0"
"72",2006,31,"1. Never Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.39794000867204,81.2832532842527,"White","0"
"73",2006,25,"1. Never Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.39794000867204,81.2832532842527,"White","0"
"74",2006,32,"1. Never Married","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.61278385671974,100.764272842107,"White","0"
"75",2009,40,"1. Never Married","1. < HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.54406804435028,94.0727147457005,"Black","0"
"76",2003,44,"2. Married","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.60205999132796,99.6894636984864,"White","0"
"77",2003,60,"2. Married","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.59198011410292,268.266292012557,"White","1"
"78",2006,23,"1. Never Married","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.39794000867204,81.2832532842527,"White","0"
"79",2003,63,"2. Married","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.73239375982297,113.567089569751,"White","0"
"80",2008,44,"1. Never Married","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.47712125471966,87.9810327856054,"White","0"
"82",2004,61,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.67024585307412,106.723977625299,"White","0"
"83",2009,55,"2. Married","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.19033169817029,66.0446942318056,"White","0"
"84",2003,24,"1. Never Married","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",3.94200805302231,51.521956314716,"White","0"
"85",2007,42,"3. Widowed","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.44715803134222,85.3839403789827,"White","0"
"86",2006,25,"2. Married","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.34242268082221,76.8936025176112,"White","0"
"87",2004,34,"4. Divorced","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.50514997831991,90.4819133566401,"White","0"
"88",2009,53,"2. Married","1. < HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.22063101944809,68.0764282889521,"White","0"
"89",2009,53,"2. Married","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.8750612633917,130.982177377461,"White","1"
"91",2004,47,"2. Married","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.87691031134463,131.224593755096,"White","1"
"92",2003,46,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.60205999132796,99.6894636984864,"White","0"
"93",2003,33,"4. Divorced","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.34242268082221,76.8936025176112,"White","0"
"94",2005,34,"2. Married","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.68124123737559,107.903923866876,"White","0"
"95",2006,22,"1. Never Married","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.39794000867204,81.2832532842527,"White","0"
"96",2009,74,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.60205999132796,99.6894636984864,"White","0"
"97",2003,40,"2. Married","3. Some College","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.5910646070265,98.5993438603892,"Black","0"
"98",2006,45,"2. Married","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.30102999566398,200.543262324662,"White","1"
"101",2009,62,"2. Married","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.77815125038364,118.884359339886,"Black","0"
"102",2008,37,"2. Married","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.79934054945358,121.430313822622,"White","0"
"103",2004,54,"2. Married","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.7160033436348,111.720849360989,"White","0"
"104",2005,34,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.23044892137827,68.7480877337669,"White","0"
"105",2008,50,"1. Never Married","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.74036268949424,114.475713290347,"White","0"
"106",2006,46,"4. Divorced","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.55630250076729,95.2307125669819,"White","0"
"107",2007,41,"2. Married","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.47712125471966,87.9810327856054,"White","0"
"108",2003,63,"4. Divorced","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.16316137497702,64.2743972206327,"Black","0"
"109",2007,38,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.85733249643127,128.680488220624,"White","0"
"110",2006,35,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.74036268949424,114.475713290347,"White","0"
"111",2009,29,"2. Married","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.72427586960079,112.6488963421,"White","0"
"112",2008,66,"2. Married","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.39794000867204,81.2832532842527,"White","0"
"113",2004,37,"2. Married","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.32935719413155,75.8954848228103,"White","0"
"114",2006,39,"2. Married","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.719720651334,112.136922992214,"Black","0"
"115",2003,42,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.44715803134222,85.3839403789827,"White","0"
"116",2007,51,"4. Divorced","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.54406804435028,94.0727147457005,"White","0"
"118",2006,51,"2. Married","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.17609125905568,176.989650489877,"White","1"
"119",2008,38,"2. Married","5. Advanced Degree","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",5.62321723414596,276.778413321176,"White","1"
"120",2005,49,"2. Married","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.6232492903979,101.82435207568,"White","0"
"121",2006,42,"2. Married","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.51851393987789,91.6992261117042,"White","0"
"122",2009,43,"5. Separated","1. < HS Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.46239799789896,86.6951548289402,"White","0"
"123",2006,38,"2. Married","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.09342168516223,162.946460744664,"White","1"
"125",2009,57,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.55630250076729,95.2307125669819,"White","0"
"126",2005,25,"1. Never Married","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.20411998265593,66.9616443217359,"White","0"
"127",2004,49,"2. Married","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.8766796104192,131.194323611687,"White","1"
"128",2004,41,"2. Married","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.50514997831991,90.4819133566401,"White","0"
"129",2009,38,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.74036268949424,114.475713290347,"White","0"
"130",2003,61,"2. Married","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.37106786227174,79.1280844956297,"White","0"
"131",2007,49,"4. Divorced","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.65006456117768,104.591737924918,"White","0"
"132",2008,52,"4. Divorced","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.88649072517248,132.487821126123,"White","1"
"133",2007,43,"2. Married","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.95424250943933,141.77517233318,"White","1"
"134",2008,60,"2. Married","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.81291335664286,123.089699847943,"White","0"
"136",2004,21,"1. Never Married","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.02118929906994,55.7673905084923,"White","0"
"137",2009,61,"2. Married","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.67209785793572,106.921814091211,"White","0"
"138",2007,32,"2. Married","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.77815125038364,118.884359339886,"Black","0"
"139",2004,58,"2. Married","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.47712125471966,87.9810327856054,"White","0"
"140",2003,35,"1. Never Married","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.48784512011144,88.9296066367913,"White","0"
"141",2004,26,"1. Never Married","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.39794000867204,81.2832532842527,"Black","0"
"142",2006,32,"1. Never Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.54406804435028,94.0727147457005,"Black","0"
"143",2003,37,"2. Married","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.67209785793572,106.921814091211,"White","0"
"145",2005,51,"1. Never Married","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.17609125905568,65.1108537153447,"White","0"
"146",2004,44,"4. Divorced","5. Advanced Degree","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.79239168949825,120.589436530402,"White","0"
"148",2004,60,"2. Married","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.86332286012046,129.453644576625,"White","1"
"149",2007,40,"2. Married","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.17609125905568,176.989650489877,"White","1"
"150",2004,35,"1. Never Married","1. < HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.07918124604763,59.0970640815891,"White","0"
"151",2007,35,"2. Married","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.54406804435028,94.0727147457005,"White","0"
"152",2008,47,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.90308998699194,134.705375118879,"White","1"
"153",2003,43,"1. Never Married","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.39794000867204,81.2832532842527,"White","0"
"154",2003,33,"2. Married","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.39794000867204,81.2832532842527,"White","0"
"155",2003,60,"4. Divorced","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.03342375548695,153.457515308961,"White","1"
"157",2005,53,"2. Married","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.31806333496276,75.0431540173515,"White","0"
"158",2004,55,"2. Married","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.86923171973098,130.220832358777,"White","1"
"159",2003,57,"2. Married","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.65321251377534,104.921506533664,"Black","0"
"160",2005,64,"2. Married","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",3.90308998699194,49.5553381215226,"White","0"
"161",2007,43,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.81954393554187,123.908567597957,"White","0"
"162",2008,35,"2. Married","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.81291335664286,123.089699847943,"Black","0"
"163",2008,54,"2. Married","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.35869609957381,78.155161407934,"White","0"
"164",2007,45,"2. Married","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.30102999566398,73.7757432746946,"White","0"
"166",2007,48,"2. Married","4. College Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.84509804001426,127.115743812184,"White","0"
"168",2004,46,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.43546212055982,84.39111474778,"White","0"
"169",2009,55,"2. Married","1. < HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.44715803134222,85.3839403789827,"White","0"
"170",2006,51,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.85733249643127,128.680488220624,"White","0"
"171",2005,49,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.25527250510331,70.4760196469445,"White","0"
"172",2008,34,"1. Never Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.34242268082221,76.8936025176112,"White","0"
"173",2007,53,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",5,148.413159102577,"White","1"
"174",2004,40,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5,148.413159102577,"White","1"
"175",2009,50,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.17026171539496,175.960883130401,"White","1"
"176",2006,37,"4. Divorced","1. < HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.5910646070265,98.5993438603892,"White","0"
"177",2003,39,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.97772360528885,145.143601176911,"White","1"
"178",2004,52,"2. Married","4. College Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.60205999132796,99.6894636984864,"White","0"
"179",2003,50,"2. Married","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.94939000664491,141.08887439127,"White","1"
"180",2006,48,"2. Married","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.81291335664286,123.089699847943,"White","0"
"181",2006,47,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.86332286012046,129.453644576625,"White","1"
"182",2005,27,"2. Married","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.7160033436348,111.720849360989,"White","0"
"183",2006,39,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.64345267648619,103.90247060316,"White","0"
"184",2009,44,"2. Married","2. HS Grad","2. Middle Atlantic","2. Information","1. <=Good","1. Yes",4.77815125038364,118.884359339886,"Black","0"
"185",2003,37,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.02118929906994,151.591484239814,"Black","1"
"186",2006,52,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.6232492903979,101.82435207568,"White","0"
"189",2006,25,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.60205999132796,99.6894636984864,"Black","0"
"190",2005,31,"1. Never Married","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","2. No",4.54406804435028,94.0727147457005,"White","0"
"191",2004,58,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",5.02530586526477,152.216806827106,"White","1"
"192",2005,30,"2. Married","4. College Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.65321251377534,104.921506533664,"White","0"
"193",2004,27,"2. Married","1. < HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.17609125905568,65.1108537153447,"White","0"
"194",2003,40,"4. Divorced","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.55630250076729,95.2307125669819,"White","0"
"195",2006,55,"2. Married","5. Advanced Degree","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",5.15836249209525,173.879493310012,"White","1"
"197",2008,48,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",4.74036268949424,114.475713290347,"White","0"
"199",2005,25,"1. Never Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.49415459401844,89.4924795180001,"White","0"
"200",2004,40,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.79239168949825,120.589436530402,"White","0"
"201",2006,27,"2. Married","1. < HS Grad","2. Middle Atlantic","2. Information","1. <=Good","2. No",4.30102999566398,73.7757432746946,"White","0"
"202",2006,44,"2. Married","2. HS Grad","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.84509804001426,127.115743812184,"White","0"
"203",2006,49,"2. Married","3. Some College","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.77815125038364,118.884359339886,"White","0"
"204",2003,22,"1. Never Married","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","2. No",3.54406804435028,34.6074177301288,"White","0"
"205",2007,45,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","1. <=Good","1. Yes",4.74036268949424,114.475713290347,"White","0"
"206",2007,33,"2. Married","3. Some College","2. Middle Atlantic","1. Industrial","2. >=Very Good","2. No",4.44715803134222,85.3839403789827,"White","0"
"207",2007,63,"2. Married","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",5.76312762749814,318.342430056529,"Black","1"
"208",2006,49,"1. Never Married","4. College Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.95424250943933,141.77517233318,"Black","1"
"209",2005,39,"1. Never Married","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.8750612633917,130.982177377461,"White","1"
"211",2005,29,"1. Never Married","5. Advanced Degree","2. Middle Atlantic","2. Information","2. >=Very Good","1. Yes",4.8750612633917,130.982177377461,"White","1"
"212",2006,37,"2. Married","2. HS Grad","2. Middle Atlantic","1. Industrial","2. >=Very Good","1. Yes",4.31806333496276,75.0431540173515,"White","0"
